state	Upper-Lin_II	Lower-Lin_I	Lower-Lin_IV	Upper-Lin_IV	Upper-Lin_I	Lower-Lin_III	Upper-Lin_III
348500000	1913.192939	1944.713664	1999.266705	1977.745858	1846.374848	2003.662643	1926.106400
348600000	1873.916593	1937.269669	1999.048711	1977.504017	1844.901186	1996.130894	1924.881874
348700000	1887.493223	1934.904709	2004.604749	1980.645868	1859.557673	2000.482756	1949.210494
348800000	1867.774709	1943.065830	2002.262899	1979.694965	1862.249535	1998.143145	1943.404444
348900000	1894.350621	1926.058867	2006.259327	1970.755710	1842.307381	1992.899420	1929.726781
349000000	1887.113048	1928.246234	2004.907649	1979.199751	1827.352587	1992.158560	1934.287867
349100000	1845.957462	1927.295348	2002.329313	1979.155728	1829.808713	2000.641263	1907.110153
349200000	1823.718047	1872.288301	2005.050842	1976.563703	1815.553472	1998.863370	1916.880414
349300000	1847.026502	1890.885898	1998.916671	1965.867485	1816.901361	1980.663755	1879.129176
349400000	1822.811785	1920.693464	2005.266730	1978.495677	1829.672266	1985.057637	1911.205701
349500000	1816.723355	1888.341451	2001.120312	1981.182953	1813.961569	1989.685286	1912.812189
349600000	1849.696546	1913.881656	1997.809716	1981.080166	1793.485234	1999.163323	1911.998625
349700000	1848.662702	1900.438029	1995.308509	1978.568578	1823.578677	1993.752058	1927.541729
349800000	1869.399789	1899.284434	2000.194518	1970.471413	1804.685914	1982.934094	1914.789572
349900000	1886.710910	1934.164578	2006.974209	1979.164098	1842.649131	1980.743213	1934.877919
350000000	1851.139161	1906.649839	1988.665595	1975.363116	1805.167896	1992.085944	1920.154402
350100000	1839.785887	1897.426524	1994.990075	1980.477669	1815.761806	1999.971805	1924.022246
350200000	1868.686004	1897.453690	2008.538950	1977.014256	1790.281690	1987.739908	1923.104481
350300000	1838.570334	1912.338681	2001.850914	1979.800384	1809.705106	1989.948398	1919.097786
350400000	1885.926923	1937.495765	2005.072449	1980.945013	1803.146265	1996.007158	1935.973511
350500000	1867.052927	1909.703417	2002.453444	1979.743134	1785.965489	1991.283382	1935.950916
350600000	1910.637127	1929.125918	1999.315352	1980.656212	1798.347369	1994.442085	1921.797259
350700000	1809.270486	1906.898886	2000.919878	1972.063436	1770.572031	1994.001015	1854.576090
350800000	1819.436302	1893.085327	2005.327971	1976.408341	1736.688203	1990.156682	1922.874726
350900000	1839.088843	1906.421595	1997.796497	1981.653719	1778.035711	1995.205651	1918.594068
351000000	1801.502253	1876.693395	1997.704579	1980.608997	1718.491867	1986.339406	1899.797504
351100000	1841.751586	1899.537774	2004.654149	1976.113560	1789.785139	1998.355964	1926.383129
351200000	1847.283978	1914.913264	2003.423517	1977.633639	1810.608506	1999.803586	1923.571584
351300000	1891.435510	1914.761244	2004.797770	1979.713803	1800.009453	1991.289931	1927.668005
351400000	1851.812975	1902.634347	1998.904953	1978.222327	1802.908344	1989.388406	1909.939448
351500000	1887.594065	1906.423379	1994.062857	1977.654563	1807.975619	1994.638188	1922.584533
351600000	1823.700898	1895.156986	2004.189312	1980.818032	1827.044784	1990.210980	1912.332561
351700000	1842.327605	1879.933068	2000.119474	1962.380859	1798.546866	1988.481455	1892.739915
351800000	1869.712721	1894.369196	2005.598071	1979.440467	1817.271154	1992.102877	1904.397232
351900000	1792.992838	1886.451051	2004.432016	1978.954251	1781.124414	1992.393603	1889.290650
352000000	1733.939695	1861.281560	1999.225115	1970.464621	1792.928872	1991.379839	1910.704113
352100000	1842.185754	1924.091178	2002.311739	1965.549543	1797.237736	1980.730029	1887.199467
352200000	1851.518578	1918.133687	2003.216318	1980.488668	1848.082635	1992.491400	1916.919159
352300000	1816.061254	1912.138653	1997.997108	1978.809574	1827.569428	1990.779286	1898.348238
352400000	1856.411966	1905.327286	1999.513403	1971.812634	1788.257977	1987.852457	1885.631539
352500000	1815.460573	1884.392882	2005.605328	1971.666982	1757.522774	1989.976024	1870.458059
352600000	1843.386785	1859.212878	1992.839966	1974.849388	1699.200815	1987.258745	1887.928601
352700000	1822.905040	1871.009059	2006.026683	1977.157023	1755.362183	1989.121187	1860.215871
352800000	1776.310118	1847.234963	2002.179461	1963.053295	1713.076779	1975.042277	1875.022235
352900000	1817.333036	1903.518565	2004.339083	1981.896520	1756.426372	1994.861821	1915.934485
353000000	1851.362293	1898.705901	2005.531114	1972.804338	1755.723406	1996.497534	1883.375040
353100000	1819.610238	1894.917629	1999.012480	1981.492939	1757.198257	1994.028204	1896.460283
353200000	1800.227614	1889.698655	2004.721421	1977.651645	1782.230966	1980.336082	1914.830586
353300000	1838.715602	1889.684810	2000.423862	1979.257549	1805.672240	1982.779002	1891.599114
353400000	1818.070979	1898.455181	2000.463450	1981.019379	1782.075438	1985.384456	1899.950628
353500000	1765.109232	1857.588824	1999.315170	1967.355884	1753.517638	1982.364549	1881.524685
353600000	1802.023924	1870.950708	2000.365819	1970.012765	1744.745222	1986.815435	1877.788276
353700000	1754.912806	1855.757446	1993.162582	1979.635890	1669.297800	1974.079098	1845.114053
353800000	1732.209753	1840.493956	1999.625045	1973.398348	1702.569946	1974.760142	1873.241540
353900000	1767.148541	1877.429739	1995.693650	1975.280593	1718.033445	1979.773583	1862.370787
354000000	1793.210056	1890.564039	2001.056911	1972.372634	1751.259198	1995.762075	1909.023519
354100000	1832.423249	1877.418335	2005.860276	1965.470273	1767.623078	1985.095679	1894.537008
354200000	1827.368191	1874.763733	1986.142861	1963.768740	1781.611871	1992.130120	1902.757792
354300000	1825.759453	1882.240688	1997.425123	1973.230988	1804.953038	1988.336584	1890.382714
354400000	1779.845807	1868.146830	1994.234922	1974.576412	1759.090751	1991.848969	1890.716551
354500000	1838.732918	1894.948657	2000.797817	1978.484608	1769.287620	1984.172259	1895.755211
354600000	1872.367310	1888.578241	1997.371391	1979.764990	1769.160637	1980.095050	1909.771052
354700000	1878.510528	1900.994344	1997.405849	1979.136589	1773.746122	1999.136571	1912.955998
354800000	1882.741858	1921.581554	2001.062570	1976.791627	1801.055601	1993.811463	1918.270701
354900000	1863.470937	1906.449817	2002.494446	1981.710258	1784.824266	1998.255466	1916.912336
355000000	1814.494950	1889.151056	2002.328069	1955.844305	1803.526663	1987.948618	1918.321450
355100000	1841.200739	1894.771111	2004.162689	1981.241290	1803.048962	1991.024002	1887.902000
355200000	1784.852186	1875.237678	1999.793793	1971.483618	1733.777367	1968.566595	1876.635832
355300000	1816.601139	1884.724365	2002.599868	1980.288447	1779.636496	1981.335589	1855.431606
355400000	1787.223584	1876.204391	2001.365282	1977.253191	1763.020227	1974.838323	1906.091179
355500000	1791.710642	1868.831929	1999.427801	1975.491566	1768.628293	1965.077864	1859.906459
355600000	1843.381049	1863.856442	2007.344497	1976.557162	1733.666861	1972.351908	1877.121372
355700000	1811.380108	1896.836514	1993.521150	1981.361350	1767.859352	1987.847301	1877.492840
355800000	1771.939247	1865.867432	2001.086789	1981.721551	1718.931197	1988.934746	1889.744237
355900000	1804.880010	1847.788193	2000.809456	1981.682472	1720.644706	2001.283165	1882.512429
356000000	1820.282169	1866.325938	2004.924556	1976.056866	1748.283028	1991.361660	1911.855840
356100000	1748.799913	1864.865627	1989.455573	1977.402208	1736.744239	1961.898938	1885.582425
356200000	1808.209764	1892.640257	2003.444575	1975.040917	1798.027015	1972.955968	1852.586084
356300000	1774.030324	1876.732505	2001.952069	1981.365035	1775.549349	1968.604413	1874.150347
356400000	1850.145182	1869.028105	1996.248334	1967.417937	1749.563362	1972.089502	1887.128262
356500000	1838.163986	1868.051336	1996.677114	1973.641903	1757.410645	1994.485394	1925.529305
356600000	1852.257266	1882.540941	1998.564833	1975.814820	1762.113357	1984.699623	1906.270420
356700000	1843.936127	1896.357993	1998.504100	1980.052287	1778.123813	1985.179013	1903.971193
356800000	1854.778467	1911.042382	2000.163166	1970.288223	1795.842743	1988.868735	1936.396525
356900000	1848.118319	1918.050240	2003.449388	1980.229633	1816.690935	1993.449190	1937.098342
357000000	1839.763209	1913.828821	2004.467374	1980.520875	1807.712140	2001.639614	1918.557199
357100000	1853.070897	1917.979023	1998.505057	1981.272106	1819.715125	1997.176286	1901.556274
357200000	1857.814043	1927.558431	2001.734788	1969.521092	1842.408780	2001.658286	1938.123796
357300000	1788.517339	1904.240185	2004.896373	1979.831944	1780.497083	1980.234257	1910.570991
357400000	1843.299440	1908.274573	2008.611679	1981.321827	1784.764240	1981.666643	1921.375575
357500000	1824.960808	1882.054515	1994.361754	1968.362096	1789.367245	1991.643807	1906.889349
357600000	1836.503359	1848.952552	2005.467060	1972.183271	1723.206093	1975.649382	1893.637141
357700000	1882.096001	1906.107045	1990.200193	1973.895490	1799.325093	1993.466449	1883.897466
357800000	1803.986774	1888.144898	2001.909568	1971.547477	1766.049645	1990.344747	1904.178639
357900000	1839.847138	1899.161806	1991.504175	1975.897673	1758.423382	1984.024914	1905.793840
358000000	1835.960906	1915.116878	1988.565137	1967.849423	1791.627010	1982.678347	1888.026393
358100000	1851.186343	1898.093261	2004.202526	1980.493552	1748.280007	2002.424573	1902.199130
358200000	1841.313034	1922.300772	2001.244969	1978.709996	1805.470262	1999.319616	1918.935419
358300000	1860.841164	1924.876556	2005.707438	1981.210171	1810.746722	1995.945227	1919.946844
358400000	1866.972276	1934.391592	1995.630162	1980.444766	1831.012220	1992.577304	1943.843541
358500000	1867.667082	1906.389689	2001.107641	1979.821602	1798.195180	1992.604699	1902.003201
358600000	1860.765588	1924.107462	2004.355703	1963.897670	1785.894911	1993.953789	1911.512974
358700000	1880.326755	1927.346734	2000.063769	1974.645770	1807.969256	1986.904731	1923.338246
358800000	1889.349713	1929.691041	2003.188343	1981.057229	1826.133165	1997.740386	1929.665090
358900000	1836.966296	1913.085013	1997.582624	1980.586581	1813.546226	1993.575948	1900.016687
359000000	1844.364746	1903.507965	1999.392697	1977.515918	1801.435230	1982.006291	1929.845112
359100000	1865.716885	1928.213010	1992.945709	1977.342258	1858.923473	2000.680200	1934.547314
359200000	1844.286348	1934.720229	2003.988403	1979.369588	1864.972777	1986.693291	1918.497729
359300000	1833.132369	1927.660503	1997.792541	1977.236193	1845.478602	2002.294550	1938.394669
359400000	1813.010120	1905.767551	2002.690190	1980.893873	1803.492558	1986.923535	1883.674626
359500000	1833.087796	1915.262127	2002.113604	1981.853138	1797.986624	1997.127397	1912.737313
359600000	1850.082602	1937.948412	2005.086673	1961.141226	1847.920008	1996.424672	1948.420625
359700000	1829.639586	1922.764866	1995.506896	1979.414430	1837.501483	1993.193367	1927.971688
359800000	1840.701584	1901.557264	2001.523549	1979.557773	1822.816679	1995.853973	1910.057493
359900000	1766.828067	1874.441177	2004.266951	1972.529794	1803.631571	1992.084707	1915.124785
360000000	1843.254461	1896.010882	1998.809560	1975.894613	1807.763845	1983.703379	1886.778095
360100000	1878.441720	1884.313655	1999.237248	1977.841776	1791.643059	1989.933597	1883.869641
360200000	1862.459658	1886.444046	2003.035952	1981.436017	1789.115434	1989.492883	1914.444300
360300000	1788.929539	1837.859981	2000.949711	1968.015186	1756.907530	1966.860974	1850.448244
360400000	1685.726129	1809.483964	1991.346584	1979.676888	1654.358708	1971.725630	1829.989669
360500000	1819.901137	1899.937224	2003.887292	1973.231263	1774.979469	1996.318670	1896.878278
360600000	1857.416235	1906.066445	2002.771411	1980.380788	1748.701720	1987.332815	1903.173049
360700000	1887.464868	1930.145262	2000.970436	1981.135588	1824.329905	1987.282117	1912.526244
360800000	1854.835316	1907.461097	2007.481399	1976.418827	1822.039692	1984.260276	1922.614859
360900000	1860.171949	1895.669016	1992.112006	1980.832059	1755.053659	2000.350369	1907.387533
361000000	1890.305836	1905.746901	1990.747291	1981.947442	1755.037743	1995.478657	1879.565486
361100000	1866.519642	1913.737096	1998.712019	1972.819641	1832.657024	1982.610651	1899.042478
361200000	1844.492426	1900.929333	1997.820856	1980.776751	1821.854010	1992.157710	1908.211256
361300000	1848.309794	1896.780086	1995.421704	1976.858371	1793.651791	1984.790728	1890.078460
361400000	1822.227576	1882.487762	2005.580579	1981.068466	1751.396162	1992.935852	1911.460793
361500000	1819.544497	1860.659920	1998.106355	1978.951457	1768.379491	1981.872195	1888.126275
361600000	1853.401275	1891.218552	2006.189995	1979.801230	1782.749325	1986.814363	1898.822961
361700000	1884.880280	1917.142246	2004.735548	1962.869368	1824.062957	2003.164889	1933.049958
361800000	1814.552899	1907.636317	2005.140070	1977.403126	1830.585886	1988.009286	1957.808233
361900000	1821.766301	1905.896718	2000.378561	1979.047299	1815.586283	1979.701033	1907.730028
362000000	1803.489734	1895.994814	2002.050247	1967.549962	1764.266706	1995.454513	1930.218532
362100000	1895.503535	1900.337096	1996.638665	1980.102956	1835.137390	1989.611259	1906.203289
362200000	1854.844749	1908.057699	2004.406846	1971.041259	1821.555131	1984.002156	1910.863318
362300000	1871.553682	1910.869531	2004.006524	1973.516641	1840.871660	1993.000982	1927.397753
362400000	1887.661046	1941.960062	2004.303521	1968.419103	1828.979445	1995.319046	1933.016495
362500000	1897.366444	1946.300814	2005.539866	1981.283356	1832.496942	1998.378573	1934.477881
362600000	1898.734907	1923.445851	2005.053372	1980.664422	1832.392841	2000.338440	1949.034029
362700000	1891.263561	1910.736035	2002.656340	1975.994473	1816.216124	1991.981354	1957.267266
362800000	1848.979350	1902.043717	2006.865512	1981.521199	1795.815716	1992.128760	1922.329293
362900000	1830.407209	1912.497557	2002.706778	1972.747604	1810.272643	1990.120541	1931.958030
363000000	1886.828819	1889.252385	2003.603989	1973.766952	1802.337915	1996.707335	1917.544407
363100000	1829.082009	1905.356326	2006.733617	1976.577490	1793.163821	1992.890416	1884.433792
363200000	1845.281829	1865.060330	2003.145388	1978.155291	1750.156399	1986.019803	1890.619939
363300000	1881.536503	1891.324433	2001.491083	1981.945318	1820.491133	1988.768854	1913.176748
363400000	1835.839391	1900.154103	2001.470345	1980.610904	1795.545514	1993.129911	1888.374081
363500000	1861.649641	1901.924884	2003.033851	1975.160525	1816.617702	1982.382595	1900.344079
363600000	1866.305126	1914.264287	2003.367601	1981.704396	1835.554288	1991.636866	1915.735328
363700000	1835.197409	1893.912190	1997.171125	1975.887536	1812.478469	1984.935407	1877.592049
363800000	1848.360512	1896.491506	2001.498353	1974.396769	1798.824683	1993.299646	1943.807450
363900000	1849.883000	1884.652493	2003.039958	1981.741716	1791.235134	1991.972942	1912.416768
364000000	1883.253820	1918.688635	2007.507446	1981.191592	1786.322788	1998.251312	1928.186856
364100000	1816.090933	1896.170804	2003.294140	1979.096615	1820.793316	1982.000775	1913.285124
364200000	1867.253186	1928.978390	2005.928971	1980.078815	1831.682419	2001.643258	1929.272082
364300000	1840.824367	1883.864516	1979.854606	1973.122440	1813.868942	1992.909182	1924.545726
364400000	1841.909733	1894.073124	2001.458715	1975.847332	1800.967919	1997.332588	1899.976381
364500000	1854.142699	1899.430642	2003.341380	1976.838755	1803.495765	1995.511465	1909.916032
364600000	1844.299441	1901.391984	2003.171612	1981.428427	1790.308934	1991.783921	1908.870663
364700000	1856.037728	1913.020051	1998.237053	1977.972226	1794.221621	2000.426589	1900.733772
364800000	1835.247593	1892.140812	2003.269641	1975.586550	1754.928162	1991.919683	1882.099719
364900000	1798.297607	1896.595200	2001.043151	1979.917438	1774.747114	1984.689308	1887.460772
365000000	1818.199609	1886.787220	1993.786499	1974.937675	1799.703333	1975.238731	1891.308448
365100000	1830.373985	1885.556882	1999.187226	1976.849722	1787.789873	1986.821885	1896.741672
365200000	1859.512930	1887.431826	1999.382825	1975.151069	1759.429146	1975.849067	1872.120563
365300000	1842.485839	1891.262521	1996.034382	1973.385481	1773.220270	1995.227784	1936.617314
365400000	1880.414912	1913.080182	2001.574280	1974.062759	1832.203934	1993.177013	1923.286369
365500000	1899.419049	1920.772676	2005.878716	1978.370943	1833.422297	1996.763109	1936.143651
365600000	1879.360489	1909.255197	1999.482752	1978.178853	1814.441783	1994.325244	1933.396253
365700000	1893.474813	1921.324886	2006.108619	1979.353265	1821.415546	1994.055495	1913.696870
365800000	1899.278146	1914.828330	1990.195618	1973.113573	1840.117635	1988.342915	1919.174650
365900000	1853.655526	1931.129874	2006.331361	1978.382885	1850.962973	1986.338712	1927.500411
366000000	1853.329620	1937.511382	2005.277117	1980.151170	1868.532916	1999.077867	1929.302670
366100000	1872.845619	1930.367294	2004.379341	1975.880018	1862.541086	1995.545050	1920.335121
366200000	1871.717515	1944.347212	1991.616458	1981.322125	1837.003404	1999.252727	1935.780450
366300000	1858.278354	1917.033581	2002.265302	1961.100124	1792.313927	1998.002299	1909.215538
366400000	1835.715044	1902.370104	2000.864474	1968.470295	1808.337972	1997.109406	1933.474517
366500000	1874.253941	1890.361955	2004.532181	1974.499322	1804.418706	1971.569306	1912.137797
366600000	1824.240108	1842.536882	2000.395639	1966.174289	1701.818193	1972.339971	1839.991633
366700000	1744.123160	1857.396319	2003.197752	1963.327831	1729.504708	1977.194190	1888.471695
366800000	1816.230834	1871.827697	1988.406998	1979.062406	1768.612301	1968.667985	1888.314667
366900000	1765.985602	1835.349307	1991.622377	1954.589694	1717.046726	1967.983305	1806.810271
367000000	1749.000593	1843.203179	2001.726580	1971.482534	1703.326318	1980.963303	1813.441222
367100000	1746.876244	1861.861118	2002.554299	1969.232935	1728.389295	1977.371184	1880.175137
367200000	1801.046623	1845.709048	2005.130008	1979.338196	1720.478722	1982.231761	1870.631878
367300000	1823.120806	1889.149794	2001.555675	1981.095483	1776.869017	1994.200626	1891.196196
367400000	1821.527368	1881.518088	2007.160019	1975.827085	1740.115720	1983.381213	1874.880185
367500000	1789.341442	1823.492021	1994.329652	1980.807683	1659.711135	1978.166058	1866.949038
367600000	1744.940770	1845.148465	2003.266024	1981.918397	1704.166484	1983.448863	1843.889877
367700000	1741.888690	1848.356417	2000.868247	1975.458222	1731.486743	1963.371871	1882.358699
367800000	1805.704820	1861.738520	2006.227702	1981.026424	1790.315572	1966.558443	1883.459793
367900000	1836.052395	1895.464425	1998.172531	1981.518506	1804.277767	1986.924382	1911.955538
368000000	1843.591921	1907.081572	2002.121804	1974.197765	1807.648316	1998.409802	1890.770287
368100000	1858.209730	1887.271222	2003.433517	1981.491337	1808.730478	1996.241788	1898.358079
368200000	1857.601508	1913.003901	2004.346746	1981.641059	1828.795067	1985.996431	1911.752678
368300000	1870.959618	1927.799821	2000.489481	1978.933226	1830.926367	1996.665545	1914.591932
368400000	1826.768612	1900.125897	1999.538007	1981.130057	1806.533049	1986.943140	1907.177333
368500000	1823.352521	1892.413803	2004.232535	1970.740520	1768.416031	1993.291985	1904.712924
368600000	1818.644123	1923.272434	2004.025570	1981.491657	1827.544991	1994.005640	1910.323878
368700000	1840.097034	1907.481867	2001.613493	1975.887835	1820.041724	1984.339109	1901.870288
368800000	1857.359798	1925.144115	2001.508598	1973.399204	1839.693232	1994.607217	1925.291139
368900000	1849.863881	1900.816044	2003.108310	1977.192290	1828.416029	1994.913455	1921.637950
369000000	1887.309362	1905.845728	2005.015210	1980.153369	1842.271680	2001.075511	1955.146003
369100000	1838.300601	1923.297992	2004.735208	1980.050382	1832.111309	1997.744432	1939.918461
369200000	1893.355182	1930.594933	2002.880296	1980.279767	1836.281252	2000.421004	1948.152366
369300000	1893.958515	1917.097063	2000.281608	1976.672297	1833.583031	1981.718189	1928.793202
369400000	1852.056084	1913.613325	2006.052844	1979.054480	1808.150413	1988.878367	1936.443169
369500000	1844.424120	1901.184258	1997.919754	1970.202264	1789.819370	1977.133355	1901.047944
369600000	1888.091488	1904.841772	1996.407289	1980.534912	1824.809148	1996.711787	1917.659003
369700000	1891.179533	1946.990950	1998.275428	1979.186877	1858.709900	1994.480300	1941.490682
369800000	1855.547323	1934.833059	1999.055731	1974.715523	1849.846749	1998.452495	1938.417663
369900000	1913.955731	1925.933785	2001.513688	1977.359201	1868.051135	1989.662849	1944.501509
370000000	1896.304915	1943.098850	1997.869130	1965.206826	1877.105780	2000.479597	1943.321326
370100000	1885.497419	1931.804138	2007.632038	1979.380362	1857.957691	2003.629669	1944.027738
370200000	1873.497137	1937.313178	2007.385485	1981.052384	1855.582832	1995.700631	1923.516164
370300000	1878.341640	1939.626050	2003.429858	1964.771349	1836.917974	1996.222292	1949.755224
370400000	1898.691614	1917.234279	2004.996787	1981.434685	1833.516703	1998.564555	1933.943604
370500000	1901.206481	1923.034275	2002.962475	1976.688604	1845.685168	1997.749810	1929.854224
370600000	1859.579499	1892.095359	2002.126422	1977.412948	1822.537273	1989.543235	1904.372359
370700000	1879.634907	1927.092359	2002.929019	1980.577638	1828.860215	1992.121264	1943.488689
370800000	1882.944397	1930.712467	2004.141364	1978.817505	1830.413145	1997.011493	1933.157214
370900000	1904.380226	1945.097144	2004.236213	1972.939578	1851.191991	2001.030276	1942.811899
371000000	1885.935977	1934.153939	2002.412385	1965.534164	1830.734294	1998.613242	1957.563166
371100000	1903.856600	1935.178115	2004.606657	1976.603720	1847.462846	1998.256295	1943.549061
371200000	1871.168259	1920.781017	2008.038816	1976.681640	1837.497345	1993.533858	1925.271001
371300000	1867.763011	1917.013172	2005.388621	1979.131657	1815.101813	2002.942363	1940.998592
371400000	1890.092761	1937.403793	2005.308976	1981.562954	1853.879950	1988.902015	1947.748607
371500000	1897.674344	1934.725230	2006.329877	1978.869521	1814.250125	1992.237904	1941.803099
371600000	1830.363838	1919.498403	1995.430782	1973.589607	1765.346259	1983.621176	1918.060032
371700000	1843.184753	1902.238601	1999.617763	1980.497032	1783.220654	2001.686645	1915.218965
371800000	1874.881398	1933.591891	1999.809874	1980.958465	1832.540004	1991.183321	1930.156060
371900000	1872.957709	1912.745347	2004.775497	1978.290283	1826.523900	1998.407022	1923.862835
372000000	1880.149071	1915.228467	2006.593253	1965.386445	1831.463363	2001.155749	1933.513671
372100000	1876.447271	1911.072185	2005.812503	1977.681714	1843.816756	2000.015828	1937.605071
372200000	1882.570118	1919.510151	2006.077229	1980.656364	1828.997582	1994.567378	1900.184105
372300000	1888.621395	1924.726414	1999.559825	1980.506184	1814.968669	1996.123393	1914.507676
372400000	1870.408055	1923.337531	2002.996652	1981.329743	1836.429768	1987.507637	1925.770065
372500000	1868.926208	1922.171134	2005.115474	1980.137976	1842.245494	2000.384701	1950.484901
372600000	1869.050672	1925.782576	2003.670797	1977.954917	1817.987484	2002.264615	1945.791940
372700000	1906.631646	1928.419571	2006.228340	1981.594134	1840.878610	2002.188237	1951.468850
372800000	1912.936357	1943.592208	2003.037578	1981.961994	1828.463817	2005.785537	1937.257282
372900000	1892.151972	1949.839457	1998.412034	1981.935606	1864.658813	1995.157035	1951.754403
373000000	1860.800491	1920.225658	2007.373356	1980.901321	1842.601309	2002.611044	1948.288623
373100000	1892.846419	1919.670412	2007.736710	1977.101541	1849.613010	2004.401628	1918.153423
373200000	1866.289969	1931.868957	1994.871011	1970.728616	1867.374192	2001.437358	1933.072785
373300000	1859.618827	1900.884651	2002.684571	1981.956770	1854.128863	1997.906409	1922.240529
373400000	1856.156671	1895.904876	2003.452540	1955.924957	1826.932037	1988.195489	1921.783162
373500000	1843.584991	1888.021027	2005.687019	1976.823072	1808.701648	1991.386889	1894.901603
373600000	1894.044396	1912.252360	1994.477466	1981.833486	1838.003163	1987.990334	1902.000196
373700000	1886.029842	1919.421951	2000.172143	1977.486806	1811.187838	1997.609709	1935.399184
373800000	1877.385058	1939.395069	1998.999971	1974.806987	1805.308632	1999.962845	1930.921167
373900000	1876.673421	1904.148841	1999.395981	1980.226464	1808.418550	1998.524405	1907.511964
374000000	1862.035918	1908.606200	1994.356703	1980.049497	1782.044756	1991.793292	1926.136408
374100000	1840.773593	1928.662967	2001.189585	1980.764416	1809.335536	1983.381364	1932.681105
374200000	1859.038444	1912.419031	1993.524884	1975.420998	1796.319209	1989.398761	1934.651605
374300000	1778.907396	1882.090782	2005.450891	1978.310461	1735.186404	1985.048852	1895.432724
374400000	1811.691566	1884.605179	1998.850885	1980.956050	1783.284930	1991.436601	1898.502327
374500000	1820.081953	1879.717324	2003.074583	1981.677852	1763.745979	1980.234076	1879.539288
374600000	1803.494793	1862.828185	2007.562139	1978.580411	1746.377193	1995.114539	1896.704529
374700000	1778.403726	1899.187547	2003.263533	1979.487621	1767.382474	1993.972723	1903.349477
374800000	1796.669815	1902.647114	2000.250881	1980.615363	1773.738445	1996.308806	1935.201454
374900000	1863.096418	1893.956943	2004.288924	1978.777500	1803.744819	1990.775096	1920.633182
375000000	1801.418162	1857.579918	2004.237358	1975.021124	1801.588706	1984.247204	1896.594218
375100000	1782.742608	1882.238332	1997.827213	1970.622334	1754.118100	1987.377270	1909.927890
375200000	1822.248950	1885.084350	2000.264899	1953.175337	1792.440580	1984.426889	1907.833617
375300000	1836.447450	1866.475661	1996.756161	1980.340564	1767.683780	1994.187487	1854.021324
375400000	1851.539101	1862.369502	1995.784989	1977.789245	1774.656896	1973.503928	1897.651877
375500000	1747.348826	1880.652116	2003.718911	1981.570847	1775.837064	1980.103884	1893.763474
375600000	1749.986652	1888.743279	2002.778564	1979.523650	1791.134536	1975.051841	1921.912985
375700000	1829.699255	1909.201299	2005.479005	1979.205969	1808.865709	1990.974675	1907.825857
375800000	1838.523297	1897.652005	2002.408502	1980.540730	1817.299571	1986.053625	1878.685406
375900000	1812.272539	1840.407823	1999.798484	1980.453059	1773.312281	1980.419640	1909.980636
376000000	1752.710979	1812.662412	1991.433424	1980.570353	1771.504138	1958.114521	1823.968266
376100000	1758.181628	1832.724861	1999.109704	1979.829560	1706.432007	1975.662189	1882.120091
376200000	1836.488593	1876.311562	1992.759740	1981.128229	1797.028937	1999.336241	1929.266394
376300000	1827.423814	1905.533574	2000.878888	1980.298325	1793.571490	1988.405134	1878.235200
376400000	1812.036046	1901.016905	2002.560903	1970.752120	1788.562221	1974.104306	1889.321130
376500000	1818.081202	1884.861184	2004.083900	1975.323008	1782.857744	1988.093890	1919.402066
376600000	1823.442998	1913.771606	2000.305282	1970.995922	1770.694374	1985.805356	1891.015386
376700000	1863.455800	1901.697527	1995.364497	1970.886180	1773.180384	1995.455262	1895.382749
376800000	1854.154984	1890.559342	1997.347699	1978.566769	1797.064353	1973.520797	1892.270489
376900000	1869.375467	1902.368505	2001.774682	1978.661041	1766.040562	1985.963060	1911.187385
377000000	1837.631931	1879.729205	1999.497795	1974.838334	1777.211032	1987.639911	1869.755477
377100000	1855.808138	1883.771421	2006.209694	1981.949929	1798.049716	1993.630287	1886.817351
377200000	1845.229925	1900.833653	2004.868819	1971.384163	1816.627739	1981.968292	1928.711108
377300000	1852.405002	1907.948029	1995.558202	1975.580963	1821.196674	1997.809861	1930.579980
377400000	1876.667560	1935.131562	1992.545665	1973.983732	1837.447009	1996.222944	1934.260757
377500000	1811.398142	1898.938375	2001.675442	1981.214059	1827.131427	1993.555924	1917.328674
377600000	1829.064083	1902.032736	2003.250375	1981.876027	1823.165813	1984.401687	1903.523571
377700000	1871.636885	1871.124649	2005.928896	1979.519934	1807.904675	1999.259214	1901.091614
377800000	1865.304163	1916.407176	2003.652058	1981.180369	1807.872086	1996.988980	1911.732095
377900000	1817.425225	1919.794899	2004.975774	1977.328118	1825.778984	1995.230665	1921.087114
378000000	1827.838468	1912.656128	1999.536896	1981.624902	1805.243110	1989.569380	1918.516083
378100000	1846.150618	1872.293857	2003.192463	1970.138393	1791.090152	1978.832483	1852.623896
378200000	1824.803811	1885.217088	2002.221215	1980.728621	1750.006520	1980.069927	1892.772435
378300000	1815.299152	1891.025066	2002.566573	1975.611079	1735.338245	1969.459712	1884.283116
378400000	1847.395294	1876.811009	2004.868986	1978.755878	1778.629071	1991.025256	1911.288252
378500000	1872.151163	1901.720396	2005.839158	1978.175408	1837.832419	1995.947432	1905.898402
378600000	1872.455080	1915.113782	1995.622207	1977.434452	1810.028115	1988.926585	1922.596201
