state	Upper-Lin_II	Lower-Lin_I	Lower-Lin_IV	Upper-Lin_IV	Upper-Lin_I	Lower-Lin_III	Upper-Lin_III
65300000	1864.656836	1908.677899	2002.143182	1978.018468	1818.211479	1999.142616	1907.211612
65400000	1883.614670	1935.567083	2002.413177	1974.809422	1830.286723	1988.146645	1924.102130
65500000	1812.509245	1909.554389	2000.054940	1978.959777	1825.177117	1993.056577	1920.107749
65600000	1783.501926	1875.088871	2001.463764	1976.970527	1810.507236	1972.443556	1913.414864
65700000	1816.722600	1858.824502	1989.693105	1980.569403	1752.173856	1982.352871	1893.418922
65800000	1873.892851	1896.778604	1996.947272	1976.892135	1810.494401	1982.317149	1869.041246
65900000	1845.296473	1887.410352	1997.294177	1981.927317	1758.565326	1986.405385	1924.228880
66000000	1824.328264	1889.346103	1995.356489	1979.318357	1758.866596	1982.843963	1884.246735
66100000	1796.040860	1876.437858	2004.335323	1979.716640	1731.592577	1983.947141	1846.892326
66200000	1811.082770	1911.913680	1998.183534	1966.819252	1784.924623	1994.820323	1900.794734
66300000	1814.304555	1901.509376	2004.385844	1974.104320	1781.487726	1971.695937	1891.440746
66400000	1818.095197	1873.391643	1992.890994	1980.740615	1821.170602	1982.261606	1878.007112
66500000	1861.853246	1884.152429	2000.147042	1977.288272	1790.414860	1984.309134	1875.690080
66600000	1845.961472	1870.599772	1987.212657	1963.723920	1771.051341	1994.984707	1868.226970
66700000	1801.547628	1850.671510	2000.916943	1980.352886	1724.776770	1982.956784	1884.824856
66800000	1778.689265	1871.034124	1995.896500	1978.329423	1755.184966	1997.158709	1832.895986
66900000	1865.486017	1889.609543	2002.524057	1975.800434	1804.687930	1984.419798	1896.739954
67000000	1867.678418	1909.491241	2002.453891	1973.535880	1825.903116	1987.397124	1861.743541
67100000	1815.979240	1909.906716	1999.862974	1979.629686	1815.402697	1992.056417	1915.562245
67200000	1864.701539	1903.497508	2001.848564	1976.632246	1819.226419	1983.524660	1885.791936
67300000	1868.489370	1899.649022	1999.911842	1981.617397	1798.656235	1994.583931	1898.068363
67400000	1822.069415	1869.398983	2006.527940	1979.201382	1774.191468	1992.327907	1891.741173
67500000	1813.549534	1879.742257	1989.563878	1978.367505	1771.706144	1976.141801	1880.728733
67600000	1843.528598	1890.368201	2004.293419	1980.173331	1799.012020	1985.844488	1885.760316
67700000	1842.363875	1872.798330	1996.244848	1978.283455	1750.397103	1978.653252	1868.921423
67800000	1875.719617	1894.999413	2002.823468	1979.730844	1817.672392	1972.590598	1915.555850
67900000	1867.190320	1878.407401	1994.333487	1972.710792	1781.524491	1979.905177	1860.714514
68000000	1830.857340	1893.999964	1991.422468	1981.010428	1799.315712	1977.020123	1897.211306
68100000	1835.014454	1898.551251	1999.362395	1981.293832	1804.708997	1989.665903	1910.902365
68200000	1821.834855	1905.511952	2006.208664	1978.641638	1841.575699	1995.519368	1919.175735
68300000	1840.003028	1895.348022	2004.419647	1972.288152	1818.580066	2000.527059	1945.259890
68400000	1889.135148	1922.784138	2004.500715	1981.979669	1846.684975	1990.054564	1920.651786
68500000	1881.332400	1921.674286	2003.178170	1976.867314	1826.514523	1998.920028	1945.348490
68600000	1898.711257	1905.985666	2006.394060	1972.427641	1838.818495	1995.716520	1913.295799
68700000	1893.627952	1910.862716	1991.406906	1975.114500	1822.773065	1997.700829	1921.384268
68800000	1869.847963	1917.564767	2005.380485	1980.517722	1803.325100	1993.013731	1924.551709
68900000	1896.838535	1923.072930	2002.047532	1977.534240	1849.438087	1987.791274	1921.298980
69000000	1870.291981	1907.491206	2006.528043	1981.537753	1824.566885	1980.629086	1907.567912
69100000	1883.861355	1920.818418	2004.273360	1970.401939	1860.999675	1987.944900	1912.417824
69200000	1891.452054	1901.862724	2006.244182	1973.531004	1848.383769	1992.565494	1936.115933
69300000	1904.823046	1897.900272	2007.857945	1978.683158	1809.164469	1994.875847	1908.587186
69400000	1886.307375	1910.590226	2003.298841	1978.623488	1792.770763	1985.943989	1901.109045
69500000	1863.093230	1914.787927	2003.109325	1977.934860	1748.992193	1992.765267	1908.181708
69600000	1804.859510	1875.726234	1983.062699	1968.258897	1746.792503	1984.543467	1832.614323
69700000	1832.558024	1888.606600	2002.095656	1975.913402	1791.992615	1993.899603	1934.416832
69800000	1834.527579	1898.345280	1996.689893	1968.795013	1823.013206	1991.254692	1932.362083
69900000	1843.003945	1895.051136	1999.965493	1980.655388	1783.865952	1990.982425	1862.830900
70000000	1808.697758	1883.877404	1990.424990	1958.468939	1779.382781	1984.572041	1898.320876
70100000	1823.744456	1900.175476	2001.696459	1977.494184	1779.046942	1982.831216	1921.473233
70200000	1807.178321	1872.277418	1997.068582	1980.386047	1710.833804	1997.395619	1854.670240
70300000	1655.451849	1789.757779	1998.393094	1981.190515	1609.281724	1948.142358	1810.652185
